experiment_accession	is_control	matched_control	target_label	assay_title	description	lab	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	organism	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	run_type	platform	bio_replicate_count	tech_replicate_count	replication_type	date_released	status_exp	n_fastq_files	total_bytes
ENCSR563SVE	True			Control ChIP-seq	Homo sapiens effector memory CD4-positive, alpha-beta T cell	Bradley Bernstein, Broad	CL:0000905	effector memory CD4-positive, alpha-beta T cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO194EHQ	unknown	unknown				single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	6	3754706314.0
ENCSR564GJK	True			Control ChIP-seq	Homo sapiens with basal cell carcinoma; skin epidermis tissue male adult (58 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO536XJQ	male	adult	58	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2020-09-03	released	2	3269667058.0
ENCSR564IGJ	False	ENCSR185OHN	H3K27ac	Histone ChIP-seq	Homo sapiens SK-N-SH	Bradley Bernstein, Broad	EFO:0003072	SK-N-SH	cell line	brain	cancer cell,neuroblastoma cell	ectoderm	central nervous system	Homo sapiens	ENCDO000ABD	female	child	4	year		paired-ended	Illumina HiSeq 2500	2	3	isogenic	2016-10-19	released	2	3121967571.0
ENCSR564VBC	True			Control ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (86 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO997SGX	female	adult	86	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	12	4439464056.0
ENCSR564WJA	False	ENCSR955OYW	H3K27ac	Histone ChIP-seq	Homo sapiens spleen tissue female adult (59 years)	Bradley Bernstein, Broad	UBERON:0002106	spleen	tissue	immune organ,spleen		mesoderm	immune system,digestive system	Homo sapiens	ENCDO856ZOJ	female	adult	59	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2020-09-10	released	8	2287538431.0
ENCSR566AUD	True			Control ChIP-seq	Homo sapiens BLaER1 6 hours after the sample was treated with 100 nM 17β-estradiol, 10 ng/mL Interleukin-3, 10 ng/mL CSF1	Roderic Guigo, CRG	EFO:0030018	BLaER1	cell line	bone marrow,bone element		mesoderm	immune system,skeletal system	Homo sapiens	ENCDO305PTK	female					single-ended	Illumina HiSeq 2000	2	2	isogenic	2022-05-10	released	2	9146375454.0
ENCSR568JFZ	True			Control ChIP-seq	Homo sapiens skin epidermis tissue male adult (67 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO128KBJ	male	adult	67	year		single-ended	Illumina NextSeq 500	1	1	unreplicated	2020-09-03	released	6	2278996072.0
ENCSR569IBY	False	ENCSR317VER	H3K27ac	Histone ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 7 hours	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2000	3	3	isogenic	2016-07-21	released	3	4227002326.0
ENCSR569IIN	True			Control ChIP-seq	Homo sapiens OCI-LY1	Bradley Bernstein, Broad	EFO:0005907	OCI-LY1	cell line	bone marrow,bone element	cancer cell	mesoderm	immune system,skeletal system	Homo sapiens	ENCDO350AAA	male	adult	44	year		single-ended	Illumina HiSeq 2000	2	2	isogenic	2014-07-11	released	4	5503288960.0
ENCSR569NEE	True			Control ChIP-seq	Homo sapiens H1	Bing Ren, UCSD	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			Homo sapiens	ENCDO000AAW	male	embryonic				single-ended	Illumina Genome Analyzer II	1	1	unreplicated	2013-07-31	released	2	745933168.0
ENCSR570YPW	True			Control ChIP-seq	Homo sapiens subcutaneous abdominal adipose tissue tissue nuclear fraction female adult (49 years)	Bradley Bernstein, Broad	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	connective tissue,adipose tissue		mesoderm	integumental system	Homo sapiens	ENCDO622KQK	female	adult	49	year		single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1580893180.0
ENCSR572GRM	True			Control ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO470GFA	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	2	4	isogenic	2022-06-07	released	24	5640625469.0
ENCSR574WQE	True			Control ChIP-seq	Homo sapiens sigmoid colon tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0001159	sigmoid colon	tissue	colon,large intestine,intestine		endoderm	digestive system	Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	1048278091.0
ENCSR576VXL	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO218FFZ	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	2	4	isogenic	2021-09-21	released	20	8878521946.0
ENCSR577BCL	True			Control ChIP-seq	Homo sapiens lung tissue male child (3 years)	Bing Ren, UCSD	UBERON:0002048	lung	tissue	lung		endoderm	respiratory system	Homo sapiens	ENCDO478OMA	male	child	3	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	2260132582.0
ENCSR577GVS	False	ENCSR831CKP	H3K27ac	Histone ChIP-seq	Homo sapiens CD4-positive, CD25-positive, alpha-beta regulatory T cell	Bradley Bernstein, Broad	CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell	mesoderm,endoderm	immune system	Homo sapiens	ENCDO194EHQ	unknown	unknown				single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	1227429942.0
ENCSR579YLO	False	ENCSR563EFJ	H3K27ac	Histone ChIP-seq	Homo sapiens fibroblast of breast female adult (17 years)	Joseph Costello, UCSF	NTR:0003079	fibroblast of breast	primary cell	breast	fibroblast			Homo sapiens	ENCDO967GTN	female	adult	17	year	African American	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2693434176.0
ENCSR580WGM	True			Control ChIP-seq	Homo sapiens iPS-18a	Bradley Bernstein, Broad	EFO:0007105	iPS-18a	cell line	skin of body	stem cell,induced pluripotent stem cell	ectoderm	integumental system	Homo sapiens	ENCDO844VGJ	female	adult	48	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	4	1462534712.0
ENCSR581KPP	False	ENCSR772LYM	H3K27ac	Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue male adult (83 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO736YJH	male	adult	83	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-01-06	released	8	2638730687.0
ENCSR582UTE	False	ENCSR975PED	H3K27ac	Histone ChIP-seq	Homo sapiens stomach tissue female adult (30 years)	Bing Ren, UCSD	UBERON:0000945	stomach	tissue	stomach		endoderm	digestive system	Homo sapiens	ENCDO424HVB	female	adult	30	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	1	1579276920.0
ENCSR583BXC	True			Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO471EKG	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-09-21	released	16	6170032706.0
ENCSR583DLA	True			Control ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (75 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO871IWW	female	adult	75	year		single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	2	1960636284.0
ENCSR583MIW	True			Control ChIP-seq	Homo sapiens ovary tissue female adult (41 years)	Bradley Bernstein, Broad	UBERON:0000992	ovary	tissue	ovary,gonad			reproductive system	Homo sapiens	ENCDO575WHY	female	adult	41	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-07	released	16	6564341557.0
ENCSR583XAM	True			Control ChIP-seq	Homo sapiens with squamous cell carcinoma; skin epidermis tissue male adult (84 years)	Bradley Bernstein, Broad	UBERON:0001003	skin epidermis	tissue	epithelium,skin of body		ectoderm	integumental system	Homo sapiens	ENCDO799UNP	male	adult	84	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2020-09-03	released	4	3539384400.0
ENCSR585FQO	True			Control ChIP-seq	Homo sapiens C4-2B	Michael Snyder, Stanford	EFO:0006365	C4-2B	cell line	prostate gland	cancer cell	mesoderm,endoderm	reproductive system	Homo sapiens	ENCDO000ACX	male	adult	50	year	European	paired-ended	Illumina HiSeq 2000	2	2	isogenic	2017-02-02	released	2	5176680946.0
ENCSR585UEE	True			Control ChIP-seq	Homo sapiens peripheral blood mononuclear cell male adult (32 years)	Joseph Costello, UCSF	CL:2000001	peripheral blood mononuclear cell	primary cell	bodily fluid,blood	leukocyte,mononuclear cell,hematopoietic cell	mesoderm	immune system	Homo sapiens	ENCDO688UPE	male	adult	32	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2020188514.0
ENCSR586IQI	True			Control ChIP-seq	Homo sapiens trophoblast tissue female embryo (40 weeks)	Joseph Costello, UCSF	UBERON:0000088	trophoblast	tissue	embryo				Homo sapiens	ENCDO601VUB	female	embryonic	40	week		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2728909694.0
ENCSR589NSH	True			Control ChIP-seq	Homo sapiens stomach smooth muscle tissue female adult (84 years)	Bradley Bernstein, Broad	UBERON:0004222	stomach smooth muscle	tissue	musculature of body,stomach		mesoderm	musculature,digestive system	Homo sapiens	ENCDO724KBU	female	adult	84	year	European	single-ended	Illumina Genome Analyzer IIx	1	1	unreplicated	2013-07-31	released	1	1011465889.0
ENCSR590YGY	True			Control ChIP-seq	Homo sapiens foreskin fibroblast male newborn	Joseph Costello, UCSF	CL:1001608	foreskin fibroblast	primary cell	penis,connective tissue,skin of body	fibroblast,connective tissue cell	ectoderm,mesoderm	reproductive system,integumental system	Homo sapiens	ENCDO686OPO	male	newborn				single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	4882817556.0
ENCSR592KRF	True			Control ChIP-seq	Homo sapiens heart right ventricle tissue male child (3 years)	Bing Ren, UCSD	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO478OMA	male	child	3	year		single-ended	Illumina HiSeq 2000	1	2	unreplicated	2013-07-31	released	2	2645164136.0
ENCSR593INW	False	ENCSR803JPO	H3K27ac	Histone ChIP-seq	Homo sapiens spleen tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0002106	spleen	tissue	immune organ,spleen		mesoderm	immune system,digestive system	Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	2	4	isogenic	2019-09-11	released	14	9442023330.0
ENCSR593KDJ	False	ENCSR195BZZ	H3K27ac	Histone ChIP-seq	Homo sapiens right atrium auricular region tissue female adult (53 years)	Bradley Bernstein, Broad	UBERON:0006631	right atrium auricular region	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO793LXB	female	adult	53	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-11-03	released	2	1800371364.0
ENCSR595SMV	True			Control ChIP-seq	Homo sapiens CD4-positive, alpha-beta memory T cell	Bradley Bernstein, Broad	CL:0000897	CD4-positive, alpha-beta memory T cell	primary cell	bodily fluid,blood	leukocyte,T cell,CD4+ T cell,hematopoietic cell		immune system	Homo sapiens	ENCDO194EHQ	unknown	unknown				single-ended	Illumina HiSeq 2000	2	2	anisogenic	2013-07-31	released	6	2860251244.0
ENCSR596PFU	False	ENCSR099LGH	H3K27ac	Histone ChIP-seq	Homo sapiens body of pancreas tissue male adult (54 years)	Bradley Bernstein, Broad	UBERON:0001150	body of pancreas	tissue	pancreas		endoderm		Homo sapiens	ENCDO451RUA	male	adult	54	year		single-ended	Illumina HiSeq 2500	1	1	unreplicated	2016-07-28	released	1	1410611349.0
ENCSR597BWL	False	ENCSR777VQP	H3K27ac	Histone ChIP-seq	Homo sapiens thyroid gland tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0002046	thyroid gland	tissue	endocrine gland,thyroid gland		endoderm	endocrine system	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	2	2	isogenic	2016-05-23	released	2	2661300714.0
ENCSR597PTH	True			Control ChIP-seq	Homo sapiens heart right ventricle tissue male adult (55 years)	Bradley Bernstein, Broad	UBERON:0002080	heart right ventricle	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO439CAZ	male	adult	55	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-07	released	8	6056481448.0
ENCSR597RXN	False	ENCSR770XRC	H3K27ac	Histone ChIP-seq	Homo sapiens dorsolateral prefrontal cortex tissue female adult (87 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO423GGP	female	adult	87	year	European	single-ended	Illumina NextSeq 500	1	3	unreplicated	2021-06-24	released	12	4509322887.0
ENCSR597UDW	False	ENCSR569IIN	H3K27ac	Histone ChIP-seq	Homo sapiens OCI-LY1	Bradley Bernstein, Broad	EFO:0005907	OCI-LY1	cell line	bone marrow,bone element	cancer cell	mesoderm	immune system,skeletal system	Homo sapiens	ENCDO350AAA	male	adult	44	year		paired-ended	Illumina HiSeq 2000	2	2	isogenic	2014-07-11	released	3	2593320226.0
ENCSR597ULV	False	ENCSR716BTZ	H3K27ac	Histone ChIP-seq	Homo sapiens VCaP	Michael Snyder, Stanford	EFO:0007752	VCaP	cell line	prostate gland,epithelium	epithelial cell,cancer cell	mesoderm,endoderm	reproductive system	Homo sapiens	ENCDO119FJJ	male	adult	59	year	European	paired-ended	Illumina HiSeq 2000	2	2	isogenic	2017-04-03	released	2	8005995516.0
ENCSR600TOW	False	ENCSR343GIV	H3K27ac	Histone ChIP-seq	Homo sapiens gastroesophageal sphincter tissue male adult (37 years)	Bradley Bernstein, Broad	UBERON:0004550	gastroesophageal sphincter	tissue	musculature of body,stomach		endoderm	digestive system,musculature	Homo sapiens	ENCDO845WKR	male	adult	37	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2019-08-01	released	4	4123262244.0
ENCSR601VHO	False	ENCSR138WRC	H3K27ac	Histone ChIP-seq	Homo sapiens gastrocnemius medialis tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0011907	gastrocnemius medialis	tissue	limb,musculature of body		mesoderm	musculature	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2018-12-19	released	4	4642777902.0
ENCSR603KDJ	True			Control ChIP-seq	Homo sapiens chorionic villus tissue male embryo (16 weeks)	Joseph Costello, UCSF	UBERON:0007106	chorionic villus	tissue	placenta,embryo,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO150YZC	male	embryonic	16	week	African American	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	4	6367468147.0
ENCSR603SVD	True			Control ChIP-seq	Homo sapiens neural progenitor cell originated from H9	Bradley Bernstein, Broad	CL:0011020	neural progenitor cell	in vitro differentiated cells		progenitor cell	ectoderm	central nervous system	Homo sapiens	ENCDO222AAA	female	embryonic	5	day		single-ended	Illumina HiSeq 2500	2	3	isogenic	2016-05-26	released	7	10101910232.0
ENCSR604JDV	False	ENCSR079HOU	H3K27ac	Histone ChIP-seq	Homo sapiens cingulate gyrus tissue female adult (75 years)	Bradley Bernstein, Broad	UBERON:0002967	cingulate gyrus	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO871IWW	female	adult	75	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	956920633.0
ENCSR606WJA	False	ENCSR603KDJ	H3K27ac	Histone ChIP-seq	Homo sapiens chorionic villus tissue male embryo (16 weeks)	Joseph Costello, UCSF	UBERON:0007106	chorionic villus	tissue	placenta,embryo,extraembryonic component		mesoderm	reproductive system	Homo sapiens	ENCDO150YZC	male	embryonic	16	week	African American	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	4	4060451502.0
ENCSR607IHY	False	ENCSR243LHN	H3K27ac	Histone ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO223NTQ	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2022-06-09	released	8	2913171711.0
ENCSR607UWA	True			Control ChIP-seq	Homo sapiens vagina tissue female adult (51 years)	Bradley Bernstein, Broad	UBERON:0000996	vagina	tissue	vagina		mesoderm	reproductive system	Homo sapiens	ENCDO271OUW	female	adult	51	year		single-ended	Illumina HiSeq 2500	1	2	unreplicated	2019-02-11	released	4	4233248383.0
ENCSR608IVH	True			Control ChIP-seq	Homo sapiens left ventricle myocardium inferior tissue male adult (60 years)	Bradley Bernstein, Broad	NTR:0000493	left ventricle myocardium inferior	tissue	heart		mesoderm	circulatory system	Homo sapiens	ENCDO520EJG	male	adult	60	year	European	single-ended	Illumina NextSeq 500	2	4	isogenic	2021-04-12	released	16	6936050267.0
ENCSR608XIG	False	ENCSR315NIO	H3K27ac	Histone ChIP-seq	Homo sapiens temporal lobe tissue female adult (75 years)	Bradley Bernstein, Broad	UBERON:0001871	temporal lobe	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO871IWW	female	adult	75	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	758296664.0
ENCSR612BWE	False	ENCSR503BIB	H3K27ac	Histone ChIP-seq	Homo sapiens pancreas tissue male adult (34 years)	Bing Ren, UCSD	UBERON:0001264	pancreas	tissue	pancreas		endoderm		Homo sapiens	ENCDO058AAA	male	adult	34	year	European	single-ended	Illumina Genome Analyzer	1	1	unreplicated	2013-07-31	released	1	755264454.0
ENCSR613JAK	True			Control ChIP-seq	Homo sapiens with mild cognitive impairment; dorsolateral prefrontal cortex tissue female adult (90 or above years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO660TGP	female	adult	90 or above	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-04-12	released	12	3135266520.0
ENCSR614NPG	False	ENCSR344ERJ	H3K27ac	Histone ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 2 hours	Tim Reddy, Duke	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	Homo sapiens	ENCDO000AAZ	male	adult	58	year	European	single-ended	Illumina HiSeq 2000	3	3	isogenic	2016-07-21	released	3	3142246568.0
ENCSR615HXA	False	ENCSR585UEE	H3K27ac	Histone ChIP-seq	Homo sapiens peripheral blood mononuclear cell male adult (32 years)	Joseph Costello, UCSF	CL:2000001	peripheral blood mononuclear cell	primary cell	bodily fluid,blood	leukocyte,mononuclear cell,hematopoietic cell	mesoderm	immune system	Homo sapiens	ENCDO688UPE	male	adult	32	year	European	single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	2	2063761924.0
ENCSR617MEB	True			Control ChIP-seq	Homo sapiens temporal lobe tissue male adult (81 years)	Bradley Bernstein, Broad	UBERON:0001871	temporal lobe	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO980BZD	male	adult	81	year		single-ended	Illumina HiSeq 2000	1	1	unreplicated	2013-07-31	released	6	1966763979.0
ENCSR617ONQ	True			Control ChIP-seq	Homo sapiens with Alzheimer's disease; dorsolateral prefrontal cortex tissue female adult (81 years)	Bradley Bernstein, Broad	UBERON:0009834	dorsolateral prefrontal cortex	tissue	brain		ectoderm	central nervous system	Homo sapiens	ENCDO097MEH	female	adult	81	year	European	single-ended	Illumina NextSeq 500	1	2	unreplicated	2021-04-12	released	12	7223815648.0
