Sample_ID	Species	Data_source	Biosample_type	Tissue_type	Biosample_name	Case_ID_Name	Input_ID_Name
SE_02_0830	Human	NCBI GEO/SRA	Cell line	Lung	H1703 SMARCA2-infected	GSM3445663	GSM3445660
SE_02_0831	Human	NCBI GEO/SRA	Primary cell	Umblical vein	HUVECs_TNF0min	GSM3449580	GSM3449576
SE_02_0832	Human	NCBI GEO/SRA	Primary cell	Umblical vein	HUVECs_TNF30min	GSM3449581	GSM3449577
SE_02_0833	Human	NCBI GEO/SRA	Primary cell	Bone marrow	TEX-HIST1H3F-K27I-2-Rx_cells	GSM3462950	GSM3462953
SE_02_0834	Human	NCBI GEO/SRA	Primary cell	Bone marrow	TEX-HIST1H3F-WT-Rx_cells	GSM3462955	GSM3462957
SE_02_0835	Human	NCBI GEO/SRA	Primary cell	Bone marrow	TEX-HIST1H3H-K27M-Rx_cells	GSM3462959	GSM3462961
SE_02_0836	Human	NCBI GEO/SRA	Primary cell	Bone marrow	TEX-HIST1H3H-WT-Rx_cells	GSM3462963	GSM3462965
SE_02_0837	Human	NCBI GEO/SRA	Primary cell	Bone marrow	TEX-Luciferase-Rx_cells	GSM3462967	GSM3462969
SE_02_0838	Human	NCBI GEO/SRA	Primary cell	Embryo	hNPCs_WT	GSM3476773	GSM3476769
SE_02_0839	Human	NCBI GEO/SRA	Primary cell	Embryo	hNPCs_K755R/+	GSM3476778	GSM3476774
SE_02_0840	Human	NCBI GEO/SRA	Primary cell	Embryo	hNPCs_R1159Q/+	GSM3476783	GSM3476779
SE_02_0841	Human	NCBI GEO/SRA	Cell line	Blood	THP-1_untr	GSM3514952	GSM3514954
SE_02_0842	Human	NCBI GEO/SRA	Primary cell	Umbilical cord blood	HSPC-derived early erythroid progenitors	GSM3523234	GSM3523238
SE_02_0843	Human	NCBI GEO/SRA	Primary cell	Umbilical cord blood	HSPC-derived late erythroid precursors	GSM3523241	GSM3523245
SE_02_0844	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_DMSO_sgARID1A-1_KO	GSM3526010	GSM3526016
SE_02_0845	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF-7_DMSO_sgARID1A-2_KO	GSM3526012	GSM3526018
SE_02_0846	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-231_untreat	GSM3530739	GSM3530741
SE_02_0847	Human	NCBI GEO/SRA	Cell line	Mammary gland	LM2-4175	GSM3530746	GSM3530748
SE_02_0848	Human	NCBI GEO/SRA	Induced pluripotent stem cell	iPSCs	iPSC_DMSO	GSM3537116	GSM3537134
SE_02_0849	Human	NCBI GEO/SRA	Induced pluripotent stem cell	iPSCs	iPSC_CBP-30	GSM3537141	GSM3537138
SE_02_0850	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF7L-P_FOXA1-Dox	GSM3538804	GSM3538808
SE_02_0851	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF7L-P_FOXA1+Dox	GSM3538805	GSM3538809
SE_02_0852	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF7L-P	GSM3538810	GSM3538812
SE_02_0853	Human	NCBI GEO/SRA	Cell line	Mammary gland	MCF7L-TamR	GSM3538811	GSM3538813
SE_02_0854	Human	NCBI GEO/SRA	Primary cell	Glioblastoma	Glioblastoma neurosphere cell_HF-2354	GSM4491256	GSM4491263
SE_02_0855	Human	NCBI GEO/SRA	Primary cell	Glioblastoma	Glioblastoma neurosphere cell_HF-2927	GSM4491257	GSM4491264
SE_02_0856	Human	NCBI GEO/SRA	Primary cell	Glioblastoma	Glioblastoma neurosphere cell_HF-3016	GSM4491258	GSM4491265
SE_02_0857	Human	NCBI GEO/SRA	Primary cell	Glioblastoma	Glioblastoma neurosphere cell_HF-3035	GSM4491259	GSM4491266
SE_02_0858	Human	NCBI GEO/SRA	Primary cell	Glioblastoma	Glioblastoma neurosphere cell_HF-3177	GSM4491260	GSM4491267
SE_02_0859	Human	NCBI GEO/SRA	Cell line	Prostate	PC3	GSM4491261	GSM4491268
SE_02_0860	Human	NCBI GEO/SRA	Induced pluripotent stem cell line	iPSCs	SAH_SMARCB1_K364del/+	GSM3558539	GSM3558541
SE_02_0861	Human	NCBI GEO/SRA	Induced pluripotent stem cell line	iPSCs	SAH_WT	GSM3558547	GSM3558549
SE_02_0862	Human	NCBI GEO/SRA	Cell line	Malignant rhaboid tumor	TTC1240_SMARCB1 FL	GSM3558591	GSM3558575
SE_02_0863	Human	NCBI GEO/SRA	Cell line	Malignant rhaboid tumor	TTC1240_empty	GSM3558592	GSM3558571
SE_02_0864	Human	NCBI GEO/SRA	Cell line	Malignant rhaboid tumor	TTC1240_SMARCB1_K364del	GSM3558593	GSM3558579
SE_02_0865	Human	NCBI GEO/SRA	Cell line	Malignant rhaboid tumor	TTC1240_SMARCB1_R377H	GSM3558594	GSM3558583
SE_02_0866	Human	NCBI GEO/SRA	Cell line	Malignant rhaboid tumor	TTC1240_SMARCB1_delCC	GSM3558595	GSM3558587
SE_02_0867	Human	NCBI GEO/SRA	Stem cell	Bone marrow	Bone marrow derived hMSC_d0	GSM3564514	GSM3564518
SE_02_0868	Human	NCBI GEO/SRA	Stem cell	Bone marrow	Bone marrow derived hMSC_d10	GSM3564515	GSM3564519
SE_02_0869	Human	NCBI GEO/SRA	Cell line	Fibroblast	VH10_NO_UV	GSM3564710	GSM3564714
SE_02_0870	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_GLIS2.1-DMSO	GSM3585140	GSM3585134
SE_02_0871	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_GLIS2.2-DMSO	GSM3585141	GSM3585135
SE_02_0872	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_siCtrl-5FU	GSM3585142	GSM3585136
SE_02_0873	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_siGLIS2.1-5FU	GSM3585143	GSM3585137
SE_02_0874	Human	NCBI GEO/SRA	Cell line	Colon	HCT116_siGLIS2.2-5FU	GSM3585144	GSM3585138
SE_02_0875	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	Peripheral blood-derived mast cells	GSM3583936	GSM3583944
SE_02_0876	Human	NCBI GEO/SRA	Primary cell	Muscle	SMS-CTR_CASZ1b_Ctrl	GSM3592273	GSM3592281
SE_02_0877	Human	NCBI GEO/SRA	Primary cell	Muscle	SMS-CTR_CASZ1b_Dox	GSM3592274	GSM3592282
SE_02_0878	Human	NCBI GEO/SRA	Primary cell	Ovary	SVOG3e cells_noDox_control	GSM3592579	GSM3592573
SE_02_0879	Human	NCBI GEO/SRA	Primary cell	Ovary	SVOG3e cells_Dox_12h_control	GSM3592580	GSM3592574
SE_02_0880	Human	NCBI GEO/SRA	Primary cell	Ovary	SVOG3e cells_noDox_transduced_V5-FOXL2_WT	GSM3592581	GSM3592575
SE_02_0881	Human	NCBI GEO/SRA	Primary cell	Ovary	SVOG3e cells_Dox_12h_transduced_V5-FOXL2_WT	GSM3592582	GSM3592576
SE_02_0882	Human	NCBI GEO/SRA	Primary cell	Ovary	SVOG3e_cells_noDox_transduced with V5-FOXL2 C134W	GSM3592583	GSM3592577
SE_02_0883	Human	NCBI GEO/SRA	Primary cell	Ovary	SVOG3e_cells_Dox_12h_transduced with V5-FOXL2 C134W	GSM3592584	GSM3592578
SE_02_0884	Human	NCBI GEO/SRA	Cell line	Colon	LoVo	GSM3592807	GSM3592808
SE_02_0885	Human	NCBI GEO/SRA	Cell line	Blood	NALM6_2	GSM3595838	GSM3595842
SE_02_0886	Human	NCBI GEO/SRA	Primary cell	Skin	foreskin_ p63KLF4	GSM3597668	GSM3597670
SE_02_0887	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1121	GSM3605873	GSM3605948
SE_02_0888	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1160	GSM3605875	GSM3605950
SE_02_0889	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1183	GSM3605877	GSM3605952
SE_02_0890	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1200	GSM3605879	GSM3605954
SE_02_0891	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1202	GSM3605880	GSM3605956
SE_02_0892	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1215	GSM3605882	GSM3605957
SE_02_0893	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1226	GSM3605884	GSM3605959
SE_02_0894	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1248	GSM3605886	GSM3605961
SE_02_0895	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1259	GSM3605888	GSM3605963
SE_02_0896	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1294	GSM3605893	GSM3605968
SE_02_0897	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1325	GSM3605895	GSM3605970
SE_02_0898	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1356	GSM3605897	GSM3605972
SE_02_0899	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1400	GSM3605899	GSM3605974
SE_02_0900	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1452	GSM3605901	GSM3605976
SE_02_0901	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1471	GSM3605903	GSM3605978
SE_02_0902	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_LV1558	GSM3605904	GSM3605979
SE_02_0903	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1009	GSM3605906	GSM3605981
SE_02_0904	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1028	GSM3605908	GSM3605983
SE_02_0905	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1033	GSM3605910	GSM3605985
SE_02_0906	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1072	GSM3605912	GSM3605986
SE_02_0907	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1223	GSM3605914	GSM3605988
SE_02_0908	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1262	GSM3605916	GSM3605990
SE_02_0909	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1264	GSM3605918	GSM3605992
SE_02_0910	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1275	GSM3605919	GSM3605994
SE_02_0911	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1290	GSM3605921	GSM3605996
SE_02_0912	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1300	GSM3605923	GSM3605997
SE_02_0913	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1304	GSM3605925	GSM3605999
SE_02_0914	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1342	GSM3605927	GSM3606001
SE_02_0915	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1371	GSM3605928	GSM3606002
SE_02_0916	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1392	GSM3605930	GSM3606004
SE_02_0917	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1433	GSM3605932	GSM3606006
SE_02_0918	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1437	GSM3605934	GSM3606007
SE_02_0919	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1532	GSM3605936	GSM3606009
SE_02_0920	Human	NCBI GEO/SRA	Tissue	Heart	left ventricle_DCM_LV1535	GSM3605937	GSM3606011
SE_02_0921	Human	NCBI GEO/SRA	Tissue	Heart	embryonic heart_CS22	GSM3605939	GSM3606013
SE_02_0922	Human	NCBI GEO/SRA	Tissue	Heart	fetal heart_PCW10_12434	GSM3605941	GSM3606015
SE_02_0923	Human	NCBI GEO/SRA	Tissue	Heart	fetal heart_PCW10_12522	GSM3605943	GSM3606016
SE_02_0924	Human	NCBI GEO/SRA	Tissue	Heart	fetal heart_PCW10_12569	GSM3605945	GSM3606018
SE_02_0925	Human	NCBI GEO/SRA	Tissue	Heart	fetal heart_PCW17_12570	GSM3605947	GSM3606020
SE_02_0926	Human	NCBI GEO/SRA	Cell line	Blood	NB4_1	GSM3611810	GSM3611811
SE_02_0927	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	neutrophils_US	GSM3612221	GSM3612231
SE_02_0928	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	neutrophils_Ecoli	GSM3612222	GSM3612240
SE_02_0929	Human	NCBI GEO/SRA	Primary cell	Mid-gestation placenta	trophoblast__CytT	GSM3633660	GSM3633676
SE_02_0930	Human	NCBI GEO/SRA	Primary cell	Mid-gestation placenta	trophoblast__SynT	GSM3633662	GSM3633678
SE_02_0931	Human	NCBI GEO/SRA	Stem cell	Embryo	H9 UTXKO	GSM3635736	GSM3635755
SE_02_0932	Human	NCBI GEO/SRA	Stem cell	Embryo	H9 WT_1	GSM3635737	GSM3635757
SE_02_0933	Human	NCBI GEO/SRA	Stem cell	Embryo	H7 UTXKO	GSM3635734	GSM3635751
SE_02_0934	Human	NCBI GEO/SRA	Stem cell	Embryo	H7-WT	GSM3635735	GSM3635753
SE_02_0935	Human	NCBI GEO/SRA	Tissue	Retinal Pigmented Epithelial	RPE188_Con	GSM3665547	GSM3665546
SE_02_0936	Human	NCBI GEO/SRA	Tissue	Retinal Pigmented Epithelial	RPE188_TnT	GSM3665551	GSM3665550
SE_02_0937	Human	NCBI GEO/SRA	Primary cell	Retinal Pigmented Epithelial	RPE190_Con	GSM3665555	GSM3665554
SE_02_0938	Human	NCBI GEO/SRA	Primary cell	Retinal Pigmented Epithelial	RPE190_TnT	GSM3665557	GSM3665556
SE_02_0939	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-231_control	GSM3667685	GSM3667679
SE_02_0940	Human	NCBI GEO/SRA	Cell line	Brain	U87	GSM3670036	GSM3670037
SE_02_0941	Human	NCBI GEO/SRA	Cell line	Brain	T98G	GSM3670039	GSM3670041
SE_02_0942	Human	NCBI GEO/SRA	Cell line	Brain	LN229	GSM3670042	GSM3670044
SE_02_0943	Human	NCBI GEO/SRA	Cell line	Brain	LNZ308	GSM3670045	GSM3670047
SE_02_0944	Human	NCBI GEO/SRA	Cell line	Brain	TS576	GSM3670052	GSM3670054
SE_02_0945	Human	NCBI GEO/SRA	Cell line	Brain	SF767	GSM3670055	GSM3670057
SE_02_0946	Human	NCBI GEO/SRA	Cell line	Tongue	HN12	GSM3670058	GSM3670060
SE_02_0947	Human	NCBI GEO/SRA	Cell line	Tongue	Cal27	GSM3670062	GSM3670063
SE_02_0948	Human	NCBI GEO/SRA	Cell line	Pharyng	Detroit562	GSM3670065	GSM3670066
SE_02_0949	Human	NCBI GEO/SRA	Primary cell	Umbilical artery	HUAEC_WT	GSM3673407	GSM3673408
SE_02_0950	Human	NCBI GEO/SRA	Primary cell	Umbilical vein	HUVEC_WT	GSM3673415	GSM3673416
SE_02_0951	Human	NCBI GEO/SRA	Stem cell	HMSCs	hMSCs	GSM3691942	GSM3691939
SE_02_0952	Human	NCBI GEO/SRA	Stem cell	Chondrocytes	hMSCs differentiated chondrocytes		
SE_02_0953	Human	NCBI GEO/SRA	Primary cell	Brain	H3.3K27M_1840	GSM3701046	GSM3701087
SE_02_0954	Human	NCBI GEO/SRA	Primary cell	Brain	H3.3K27WT_2192	GSM3701049	GSM3701090
SE_02_0955	Human	NCBI GEO/SRA	Primary cell	Brain	IDH1_2469	GSM3701051	GSM3701092
SE_02_0956	Human	NCBI GEO/SRA	Primary cell	Brain	IDH1_2658	GSM3701053	GSM3701094
SE_02_0957	Human	NCBI GEO/SRA	Primary cell	Brain	429_Tumor_H3.3K27WT	GSM3701054	GSM3701095
SE_02_0958	Human	NCBI GEO/SRA	Primary cell	Brain	H3.3K27M_Tumor_BT245-X0-2-Rx_xenograft	GSM3701057	GSM3701098
SE_02_0959	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_BT245p6_cells	GSM3701064	GSM3701099
SE_02_0960	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_Tumor-derived cell-line_BT869p21-Rx_cells	GSM3701065	GSM3701100
SE_02_0961	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_Tumor-derived cell-line_DIPGVI_c27_cells	GSM3701066	GSM3701101
SE_02_0962	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_Tumor-derived cell-line_DIPGXIIIp11_cells	GSM3701067	GSM3701102
SE_02_0963	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_Tumor-derived cell-line_G477p6_cells	GSM3701068	GSM3701103
SE_02_0964	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_HSJ019-Tumor-Rx_brain	GSM3701058	GSM3701104
SE_02_0965	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_HSJ031-C3-Rx_cells	GSM3701069	GSM3701105
SE_02_0966	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_JN29-BS3	GSM3701060	GSM3701108
SE_02_0967	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_JN57	GSM3701061	GSM3701109
SE_02_0968	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_pcGBM2p18_cells	GSM3701071	GSM3701116
SE_02_0969	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_PL637	GSM3701062	GSM3701117
SE_02_0970	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_XHSJ019-X1-1-Rx_xenograft	GSM3701078	GSM3701118
SE_02_0971	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_XPS124018_xenograft	GSM3701079	GSM3701119
SE_02_0972	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_BT245-D2p8-Rx_R1_cells	GSM3701080	GSM3701120
SE_02_0973	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_BT245-c4p6-Rx_R2_cells	GSM3701081	GSM3701121
SE_02_0974	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_DIPGXIII-C14-nKO-Rx_PARENTAL_cells	GSM3701083	GSM3701123
SE_02_0975	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_DIPGXIII-c10p5-Rx_R2_cells	GSM3701084	GSM3701124
SE_02_0976	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_DIPGXIII-c5p5-Rx_R1_cells_h3k27ac	GSM3701085	GSM3701125
SE_02_0977	Human	NCBI GEO/SRA	Primary cell	Brain	2089_H3.3K27WT	GSM3701047	GSM3701088
SE_02_0978	Human	NCBI GEO/SRA	Primary cell	Brain	2168_IDH1	GSM3701048	GSM3701089
SE_02_0979	Human	NCBI GEO/SRA	Primary cell	Brain	JN14-BS1_H3.3K27M	GSM3701059	GSM3701107
SE_02_0980	Human	NCBI GEO/SRA	Cell line	Brain	BT245	GSM3701082	GSM3701122
SE_02_0981	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_BT245-C4P6	GSM3701126	GSM3701137
SE_02_0982	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_BT245-C2P3	GSM3701127	GSM3701138
SE_02_0983	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M_BT245-C1P5	GSM3701128	GSM3701139
SE_02_0984	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_DIPGXIII-C5P5	GSM3701130	GSM3701141
SE_02_0985	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-DIPGXIII-C14	GSM3701131	GSM3701142
SE_02_0986	Human	NCBI GEO/SRA	Cell line	Brain	H3.3K27M-KO_Tumor-derived cell-line	GSM3701129	GSM3701140
SE_02_0987	Human	NCBI GEO/SRA	Cell line	Blood	K562_Control_1	GSM3712097	GSM3712101
SE_02_0988	Human	NCBI GEO/SRA	Cell line	Blood	K562_EPZ	GSM3712098	GSM3712102
SE_02_0989	Human	NCBI GEO/SRA	Tissue	Kidney	kidney cortex_WT	GSM3716714	GSM3716717
SE_02_0990	Human	NCBI GEO/SRA	Cell line	Breast cancer brain metastatic variant	MDA-MB-231 BrM2	GSM3718098	GSM3718104
SE_02_0991	Human	NCBI GEO/SRA	Cell line	Breast cancer cell line lung metastatic variant	MDA-MB-231 LM2	GSM3718107	GSM3718113
SE_02_0992	Human	NCBI GEO/SRA	Cell line	Mammary gland	MDA-MB-231_Par	GSM3718116	GSM3718122
SE_02_0993	Human	NCBI GEO/SRA	Cell line	Blood	MOLM-13_empty	GSM3723693	GSM3723689
SE_02_0994	Human	NCBI GEO/SRA	Cell line	Blood	MOLM13_SIK3TQ	GSM3723694	GSM3723690
SE_02_0995	Human	NCBI GEO/SRA	Cell line	Blood	MOLM-13_empty vector	GSM3723692	GSM3723688
SE_02_0996	Human	NCBI GEO/SRA	Primary cell	iPSCs	iPSC Derived Cardiomyocytes_2N	GSM3735239	GSM3735245
SE_02_0997	Human	NCBI GEO/SRA	Primary cell	iPSCs	iPSC Derived Cardiomyocytes_4N	GSM3735275	GSM3735279
SE_02_0998	Human	NCBI GEO/SRA	Cell line	Lymphoma	OCI-LY1_DMSO	GSM3741653	GSM3741657
SE_02_0999	Human	NCBI GEO/SRA	Cell line	Lymphoma	OCI-LY1_966	GSM3741654	GSM3741658
SE_02_1000	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_15T_Young	GSM3752845	GSM3752931
SE_02_1001	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_17T_Young	GSM3752847	GSM3752932
SE_02_1002	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_18T_Young	GSM3752849	GSM3752933
SE_02_1003	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_19T_Young	GSM3752851	GSM3752934
SE_02_1004	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_10T_Old	GSM3752855	GSM3752935
SE_02_1005	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_11T_Old	GSM3752857	GSM3752936
SE_02_1006	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_13T_Old	GSM3752859	GSM3752937
SE_02_1007	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_14T_Old	GSM3752860	GSM3752938
SE_02_1008	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_1T_AD	GSM3752864	GSM3752939
SE_02_1009	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_2T_AD	GSM3752866	GSM3752940
SE_02_1010	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_3T_AD	GSM3752868	GSM3752941
SE_02_1011	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_5T_AD	GSM3752869	GSM3752942
SE_02_1012	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_8T_AD	GSM3752872	GSM3752943
SE_02_1013	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_6T_AD	GSM3752873	GSM3752944
SE_02_1014	Human	NCBI GEO/SRA	Tissue	Brain	Lateral temporal lobe_7T_AD	GSM3752874	GSM3752945
SE_02_1015	Human	NCBI GEO/SRA	Stem cell	Embryo	H9_ Undifferentiated	GSM3754939	GSM3754931
SE_02_1016	Human	NCBI GEO/SRA	Stem cell	Embryo	H9_Mesendoderm_24h	GSM3754940	GSM3754932
SE_02_1017	Human	NCBI GEO/SRA	Stem cell	Embryo	H9_Mesendoderm 24h_Hydroxyurea	GSM3754941	GSM3754933
SE_02_1018	Human	NCBI GEO/SRA	Primary cell	Erythroblast	CD34+ Hematopoietic stem/progenitor cells_12 days	GSM3762806	GSM3762812
SE_02_1019	Human	NCBI GEO/SRA	Primary cell	Umbilical cord	HUDEP2_Day	GSM3762815	GSM3762820
SE_02_1020	Human	NCBI GEO/SRA	Cell line	Mammary gland	SUM159	GSM3763422	GSM3763423
SE_02_1021	Human	NCBI GEO/SRA	Cell line	Mammary gland	SUM159R	GSM3763432	GSM3763433
SE_02_1022	Human	NCBI GEO/SRA	Cell line	Mammary gland	SUM159_WT	GSM4409201	GSM4409198
SE_02_1023	Human	NCBI GEO/SRA	Cell line	Mammary gland	SUM159_BRD7_KO	GSM4409207	GSM4409204
SE_02_1024	Human	NCBI GEO/SRA	Cell line	Prostate	PC3 cells	GSM3768258	GSM3768260
SE_02_1025	Human	NCBI GEO/SRA	Cell line	Esophagus	KYSE150	GSM3781579	GSM3781580
SE_02_1026	Human	NCBI GEO/SRA	Cell line	Esophagus	KYSE200	GSM3781583	GSM3781584
SE_02_1027	Human	NCBI GEO/SRA	Cell line	Esophagus	KYSE180_1	GSM3781581	GSM3781582
SE_02_1028	Human	NCBI GEO/SRA	Cell line	Blood	HL-60_WT	GSM4378619	GSM4378629
SE_02_1029	Human	NCBI GEO/SRA	Cell line	Colon	HCT116	GSM3790848	GSM3790857
SE_02_1030	Human	NCBI GEO/SRA	Cell line	Colon	DKO	GSM3790854	GSM3790858
SE_02_1031	Human	NCBI GEO/SRA	Cell line	Head and neck	SCC1 contol	GSM3814486	GSM3814478
SE_02_1032	Human	NCBI GEO/SRA	Cell line	Head and neck	SCC1 JQ1	GSM3814487	GSM3814479
SE_02_1033	Human	NCBI GEO/SRA	Cell line	Haematopoietic and lymphoid tissue bone marrow	K562	GSM3820303	GSM3820301
SE_02_1034	Human	NCBI GEO/SRA	Primary cell	Blood	AML cell	GSM3820316	GSM3820315
SE_02_1035	Human	NCBI GEO/SRA	Cell line	Mammary gland	HCC70_Vehicle	GSM3597503	GSM3597505
SE_02_1036	Human	NCBI GEO/SRA	Cell line	Mammary gland	HCC70_XY018	GSM3597504	GSM3597506
SE_02_1037	Human	NCBI GEO/SRA	Cell line	Pharynx	FaDu Control	GSM3834448	GSM3834446
SE_02_1038	Human	NCBI GEO/SRA	Cell line	Pharynx	FaDu LPS	GSM3834449	GSM3834447
SE_02_1039	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ CD7- cells_CTCL1043	GSM3840028	GSM3840029
SE_02_1040	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ cells_CTCL1126	GSM3840034	GSM3840035
SE_02_1041	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ cells_CTCL1135	GSM3840037	GSM3840038
SE_02_1042	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ cells_CTCL1137	GSM3840040	GSM3840042
SE_02_1043	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	Peripheral blood cells_CTCL1200	GSM3840044	GSM3840045
SE_02_1044	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ cells_CTCL409	GSM3840050	GSM3840051
SE_02_1045	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ CD7- cells_CTCL992	GSM3840057	GSM3840058
SE_02_1046	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ cells_CTCL1145	GSM3840059	GSM3840061
SE_02_1047	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ cells_CTCL1181	GSM3840063	GSM3840064
SE_02_1048	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ cell_UNTREATED	GSM3840073	GSM3840074
SE_02_1049	Human	NCBI GEO/SRA	Primary cell	Peripheral blood	CD4+ cell_ROMI	GSM3840077	GSM3840079
SE_02_1050	Human	NCBI GEO/SRA	Cell line	Highly metastatic osteosarcoma	MG63-3_DMSO	GSM3854547	GSM3854551
SE_02_1051	Human	NCBI GEO/SRA	Cell line	Esophagus	Eso26	GSM3886296	GSM3886301
